clean_text,sentiment
great service thank shoaib ji nice ambiance,positive
food quality good nd service provide soaib good gud music environment also nice gr view rooftop,positive
awsome experience roso soaib provide us good service food delicious thankuh us good service experience,positive
food environment vibes amaze service provider mr soaib good nature service,positive
good food especially paneer tikka wonderful taste amaze ambience thank service soaib,positive
shoib wonderful job nice taste quick service helpfull staff paneer tikka spring roll yum,positive
soaib very good service enjoy meal lot thank service fun experience,positive
soaib amaze good food great service try come pm great city view eat pizza sta,positive
staff very good especially soaib ambiance good but drink contain redbull not even drink,positive
very nice place service ali shansha very nice really like place weekend party one best place try,positive
one best place heart city service very good ali shansha service superb,positive
best place hangout service very good shansha very very good service thank keep ambiance very good,positive
