ratings,reviews
5,This place is very nice or the food is very delicision♥️
5,"Had an amazing experience at Sequoia. Loved the ambience, food was 10/10 . The staff truly cares about your experience. Would surely recommend!! ✨"
5,Everything is best over here.Especially there nepolitana pizzas and desserts . You can try anything and its going to be amazing . Definitely one of the best cafe in jaipur.
5,I had an amazing experience at this place. The lunch was truly delightful and all the dishes were so tempting. would recommend you to visit with your friends and family.
5,"Beautiful food. Beautiful Ambeince.Overall great experience. My server ,Zaid was amazing. Must try of in Jaipur"
5,"It’s a treat for the five senses with beautiful ambience , fresh soothing decor , pleasant aroma , courteous staff , Michelin stars worthy menu with excellent dishes the dim sums are to die for 😍 we ordered veg cream cheese and chicken in chilli oil an absolute must  served promptly by efficient staff . The food is sinfully delicious the couscous tofu power bowl is another must try . The burger, noodles and pizza are excellent by far the best in jaipur and so are their mocktails ! . The churros and lotus biscoff cheese cake were an orgasmic delight and the reasonable prices elevate the already amazing experience 😊👍🥰👏"
5,"Nice place to chill out, food is really good. I have tried the omelette of choice, the presentation and serving of the food is really good. Cold coffee is nice too."
3,
5,
5,
5,
2,taste okay but quantity is very less
4,
3,portion can be more
5,
2,
5,
5,Good
1,Non veg delivered
1,
4,
5,
5,
1,
5,
5,
5,Everyone loved it
1,the food taste was not good at allalso the chilli paneer not well cooked
4,"Good food, great ambiance, and speedy service. 🌈🍽️ However, hoping for an even tastier menu upgrade compared to Kaleidoscope 1.0. Still, a delightful visit! "
1,Pathetic food and pathetic serviceWas served expired coke Noone was listening Bad staff bad food quality Could have managed better.
5,
5,good
4,"We went for the dinner buffet. You pay for the ambience and experience, food was quite average, although fresh and good quality ingredients. Not many options in both starters and main course. The birthday cake was delicious and service is really good."
5,"This restaurant has the largest buffet spread in the whole city. Offers a wide variety of cuisines in the buffet menu and options for both vegetarians and non vegetarians. Each and every food item is fresh, great quality and cooked to perfection. The dessert section needs a special mention, specially the hotel made ice creams are really nice. Service is quick and staff is very efficient. It is a very spacious restaurant with comfortable seating and soothing white ambience. Must visit!"
5,"Enjoyed the dinner at this restaurant so much that I started having lunch here as well. From Dal Bati Choorma, Mirchi vada, soups, Grilled chicken, Ice cream to coffee everything was spic and span Mr Chandra alongwith Aryan, Tanya, Sushil and the entire team deserves kudos just for service they offer. "
1,"We went to this restaurant on 26th Jan for a nice meal. There was hardly any crowd for the dinner buffet but we decided to go ahead assuming the food/experience at ITC will be great regardless. But we had a horrible experience there. Key points- The starters were all cold, when we asked them if they could give us some fresh/hot portions - they said this is how they serve the starters ( cold samosa basically)- They were reluctant to give us hot rotis also. We had to basically ask them multiple times- No options in non veg starters - Food taste was strictly basic. It wasn't ITC standard at all.Basically the staff didn't seem interested at all in extending any hospitality because there...read more"
4,
2,
5,Loved the hospitality offered by Akshat at JalMahal buffet dinner dining. He was on his toes to serve with limited waiting. I Thank him to make our visit so special.
5,"I had a wonderful dining experience during my stay at the ITC Rajputana. COVID or no COVID, both the food and the staff were at their very best. Chef Gokul made sure all our requests were catered to the fullest. Along with him, entire staff made sure we had a memorable experience. Special thanks to Jeetendar as well for being a  wonderful attendant."
5,"Its a beautiful place when it comes to the food and ambiance. They are the best when it comes to hospitality and taking good cafe of guest.I tried Thankavur food and I totally loved it , one of the best food festival I attended in Jaipur. I would recommend this place to everyone"
4,"Decent place for breakfast! Had visited this restaurant as I was staying in this hotel!! They had a good spread for vegetarians which was satisfying. The fruits, juices are fresh along with poha and Upma which were just amazing. Don’t try the South Indian dosa, idly etc as it’s not all great. The pan cakes and waffles are up to the mark! The masala chai is just top class and the staff is professional and helpful here. Overall it’s a decent place for breakfast! Ambience:4/5Staff:5/5Food:4/5Service:5/5"
5,"When you are in ITC Rajputana you should never miss the breakfast here at Jal Mahal. The breakfast buffet has an amazing range to offer for each and every genre of guests. You name it and u have it here.They had very prompt live counters, serving some amazing eggs.They even had some fresh vegetable juices which you generally don’t get to see. The best part about the place is, everything is so sorted and best services even at peak hours. Maintained it very well."
4,"Good service.Great ambience.We had their breakfast buffet. We would have preferred more varieties in the dishes offered. Compared to other ITCs. .Other than that, it's good.Whatever served, was delicious.They served fresh carrot juice and beetroot juice which were good. "
